pokemon_id,Red,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Emerald,FireRed,LeafGreen,Diamond,Pearl,Platinum,HeartGold,SoulSilver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends: Arceus
389,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve from Grotle,Evolve from Grotle,Evolve Grotle,Trade from DPt,Trade from DPt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,Evolve Grotle,Evolve Grotle,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Evolve Grotle,Evolve Grotle,Not found in Sword,Not found in Shield,Evolve Grotle,Evolve Grotle,"Crimson Mirelands : Holm of Trials or nearby , Crimson Mirelands : Massive Mass Outbreak"
390,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Starter Pokémon obtained at Lake Verity,Starter Pokémon obtained at Lake Verity,Receive from Prof. Rowan,Trade from DPt,Trade from DPt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,"From Professor Birch in, Route 101","From Professor Birch in, Route 101",Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Breed Monferno,Breed Monferno,Not found in Sword,Not found in Shield,"Grand Underground , , Lake Verity (Gift - From Briefcase)","Grand Underground , , Lake Verity (Gift - From Briefcase)","Obsidian Fieldlands : Deertrack Heights , Ramanas Island or nearby , Obsidian Fieldlands : Massive Mass Outbreak"
391,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve from Chimchar,Evolve from Chimchar,Evolve Chimchar,Trade from DPt,Trade from DPt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,Evolve Chimchar,Evolve Chimchar,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Route 11 - Island Scan (Friday),Route 11 - Island Scan (Friday),Not found in Sword,Not found in Shield,Evolve Chimchar,Evolve Chimchar,"Obsidian Fieldlands : Ramanas Island or nearby , Obsidian Fieldlands : Massive Mass Outbreak"
392,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve from Monferno,Evolve from Monferno,Evolve Monferno,Trade from DPt,Trade from DPt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,Evolve Monferno,Evolve Monferno,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Evolve Monferno,Evolve Monferno,Not found in Sword,Not found in Shield,Evolve Monferno,Evolve Monferno,"Obsidian Fieldlands : Ramanas Island or nearby , Obsidian Fieldlands : Massive Mass Outbreak"
393,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Starter Pokémon obtained at Lake Verity,Starter Pokémon obtained at Lake Verity,Receive from Prof. Rowan,Trade from DPt,Trade from DPt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,"From Professor Birch in, Route 101","From Professor Birch in, Route 101",Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Breed Prinplup,Breed Prinplup,Not found in Sword,Not found in Shield,"Grand Underground , , Lake Verity (Gift - From Briefcase)","Grand Underground , , Lake Verity (Gift - From Briefcase)","Cobalt Coastlands : Spring Path or nearby , Cobalt Coastlands : Massive Mass Outbreak"
394,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve from Piplup,Evolve from Piplup,Evolve Piplup,Trade from DPt,Trade from DPt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,Evolve Piplup,Evolve Piplup,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Route 16 - Island Scan (Tuesday),Route 16 - Island Scan (Tuesday),Not found in Sword,Not found in Shield,Evolve Piplup,Evolve Piplup,"Cobalt Coastlands : Spring Path or nearby , Cobalt Coastlands : Massive Mass Outbreak"
395,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve from Prinplup,Evolve from Prinplup,Evolve Prinplup,Trade from DPt,Trade from DPt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,Evolve Prinplup,Evolve Prinplup,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Evolve Prinplup,Evolve Prinplup,Not found in Sword,Not found in Shield,Evolve Prinplup,Evolve Prinplup,"Cobalt Coastlands : Islespy Shore or nearby , Cobalt Coastlands : Massive Mass Outbreak"
396,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Routes 201, 202, 203, 204, 209 & 212-North, Lake Verity","Routes 201, 202, 203, 204, 209 & 212, Lake Verity","Route 201, Route 202, Route 203, Route 204, Lake Verity",Pewter City (Headbutt),Pewter City (Headbutt),Trade from White,White Forest,Trade Required,Trade Required,Route 11,Route 11,Trade from X & Y,Trade from X & Y,Breed Staravia,Breed Staravia,Trade from Sun/Moon,Trade from Sun/Moon,Not found in Sword,Not found in Shield,"Route 201 , Route 202 , Route 203 , Route 204 , Route 209 , Route 212 , Lake Verity , Great Marsh","Route 201 , Route 202 , Route 203 , Route 204 , Route 209 , Route 212 , Lake Verity , Great Marsh","Obsidian Fieldlands : Aspiration Hill , Horseshoe Plains , Windswept Run , Tidewater Dam or nearby , Cobalt Coastlands : Ginkgo Landing , Deadwood Haunt or nearby , Obsidian Fieldlands : Massive Mass Outbreak , Cobalt Coastlands : Massive Mass Outbreak"
397,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Routes 209 & 212-North, Lake Valor, Trophy Garden, Spring Path, Safari Game","Routes 209 & 212-North, Lake Valor, Trophy Garden, Spring Path, Safari Game","Route 209, Route 210 North, Route 212 North, Route 215, Lake Valor, Lake Valor Lakefront, Trophy Garden, Sendoff Spring",Evolve Starly,Evolve Starly,Trade from White,Evolve Starly,Trade Required,Trade Required,Route 11,Route 11,Trade from X & Y,Trade from X & Y,Route 10 - Island Scan (Thursday),Route 10 - Island Scan (Thursday),Trade from Sun/Moon,Trade from Sun/Moon,Not found in Sword,Not found in Shield,"Route 209 , Route 212 , Valor Lakefront , Lake Valor , Great Marsh , Trophy Garden , Sendoff Spring","Route 209 , Route 212 , Valor Lakefront , Lake Valor , Great Marsh , Trophy Garden , Sendoff Spring","Obsidian Fieldlands : Nature's Pantry , Tidewater Dam , Ramanas Island , Sandgem Flats or nearby , Cobalt Coastlands : Ginkgo Landing , Deadwood Haunt or nearby , Obsidian Fieldlands : Massive Mass Outbreak , Cobalt Coastlands : Massive Mass Outbreak"
398,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve from Staravia,Evolve from Staravia,Evolve Staravia,Evolve Staravia,Evolve Staravia,Trade from White,Evolve Staravia,Trade Required,Trade Required,Evolve Staravia,Evolve Staravia,Trade from X & Y,Trade from X & Y,Evolve Staravia,Evolve Staravia,Trade from Sun/Moon,Trade from Sun/Moon,Not found in Sword,Not found in Shield,Evolve Staravia,Evolve Staravia,"Obsidian Fieldlands : Nature's Pantry or nearby , Cobalt Coastlands : Deadwood Haunt or nearby , Obsidian Fieldlands : Massive Mass Outbreak , Cobalt Coastlands : Massive Mass Outbreak"
399,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Routes 201, 202, 203, 204, 205, 208 & 211-West, Lake Verity, Safari Game","Routes 201, 202, 203, 204, 205, 208 & 211-West, Lake Verity, Safari Game","Route 201, Route 202, Route 203, Route 204, Route 205, Route 209, Route 211 West, Eterna Forest, Lake Verity","Route 6, Route 9, Route 10, Route 13, Route 21, Route 22, Route 24, Route 25, Route 26, Route 27, Route 28, Route 30, Route 31, Route 32, Route 35, Route 42, Route 43, Route 44, Route 45, Route 47, Ruins of Alph, Mt. Silver , Safari Zone (Special Items)","Route 6, Route 9, Route 10, Route 13, Route 21, Route 22, Route 24, Route 25, Route 26, Route 27, Route 28, Route 30, Route 31, Route 32, Route 35, Route 42, Route 43, Route 44, Route 45, Route 47, Ruins of Alph, Mt. Silver , Safari Zone (Special Items)",Breed Bibarel,Breed Bibarel,Breed Bibarel,Breed Bibarel,"Route 3, Route 22","Route 3, Route 22",Trade from X & Y,Trade from X & Y,Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,"Route 201 , Route 202 , Route 203 , Route 204 , Route 205 , Route 208 , Route 211 , Lake Verity , Valley Windworks , Great Marsh , Grand Underground","Route 201 , Route 202 , Route 203 , Route 204 , Route 205 , Route 208 , Route 211 , Lake Verity , Valley Windworks , Great Marsh , Grand Underground","Obsidian Fieldlands : Aspiration Hill , Horseshoe Plains , Tidewater Dam or nearby , Crimson Mirelands : Gapejaw Bog , Ursa's Ring , Droning Meadow or nearby , Alabaster Icelands : Avalugg's Legacy or nearby , Obsidian Fieldlands : Massive Mass Outbreak , Alabaster Icelands : Massive Mass Outbreak"
400,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Routes 208, 209, 210-North & 212-South, Lake Valor, Spring Path, Safari Game, Lake Acuity","Routes 208, 209, 210-North & 212-South, Lake Valor, Spring Path, Safari Game, Lake Acuity","Route 208, Route 209, Route 210 North, Great Marsh, Lake Valor, Lake Valor Lakefront, Lake Acuity, Sendoff Spring","Evolve Bidoof , Transfer from PokéWalker","Evolve Bidoof , Transfer from PokéWalker",Village Bridge,Village Bridge,Hidden Grotto - Route 3,Hidden Grotto - Route 3,"Route 22 , Friend Safari","Route 22 , Friend Safari",Trade from X & Y,Trade from X & Y,Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,"Route 208 , Route 209 , Route 210 , Route 212 , Valor Lakefront , Lake Valor , Great Marsh , Lake Acuity , Sendoff Spring , Grand Underground","Route 208 , Route 209 , Route 210 , Route 212 , Valor Lakefront , Lake Valor , Great Marsh , Lake Acuity , Sendoff Spring , Grand Underground","Obsidian Fieldlands : Tidewater Dam or nearby , Crimson Mirelands : Gapejaw Bog , Ursa's Ring , Droning Meadow or nearby , Cobalt Coastlands : Spring Path or nearby , Alabaster Icelands : Avalugg's Legacy or nearby , Obsidian Fieldlands : Massive Mass Outbreak , Alabaster Icelands : Massive Mass Outbreak"
401,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Routes 202, 203, 204 & 207 (Morning & Night)","Routes 202, 203, 204 & 207 (Morning & Night)","Route 201, Route 202, Route 203, Route 204, Route 205 North, Route 207, Eterna Forest","Viridian Forest , Bug Catching Contest","Viridian Forest , Bug Catching Contest",Breed Kricketune,Breed Kricketune,Trade Required,Trade Required,Transfer required,Transfer required,Breed Kricketune,Breed Kricketune,Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,"Route 202 , Route 203 , Route 204 , Route 206 , Route 207 , Grand Underground","Route 202 , Route 203 , Route 204 , Route 206 , Route 207 , Grand Underground","Obsidian Fieldlands : Deertrack Path , Nature's Pantry , Windswept Run or nearby , Crimson Mirelands : Golden Lowlands , Cloudpool Ridge or nearby , Obsidian Fieldlands : Massive Mass Outbreak , Crimson Mirelands : Massive Mass Outbreak"
402,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Routes 206, 210-South, 212, 214 & 215, Trophy Garden (Morning & Night)","Routes 206, 210-South, 212, 214 & 215, Trophy Garden (Morning & Night)","Route 206, Lake Valor Lakefront, Trophy Garden",Bug Catching Contest,Bug Catching Contest,Dreamyard,Dreamyard,Trade Required,Trade Required,Transfer required,Transfer required,Mirage Forest,Mirage Forest,Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,"Route 206 , Route 210 , Route 212 , Route 214 , Route 215 , Valor Lakefront , Trophy Garden","Route 206 , Route 210 , Route 212 , Route 214 , Route 215 , Valor Lakefront , Trophy Garden","Obsidian Fieldlands : Nature's Pantry or nearby , Crimson Mirelands : Golden Lowlands , Cloudpool Ridge or nearby , Obsidian Fieldlands : Massive Mass Outbreak , Crimson Mirelands : Massive Mass Outbreak"
403,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Routes 202, 203 & 204, Fuego Ironworks","Routes 202, 203 & 204, Fuego Ironworks","Route 202, Route 203, Route 204, Valley Windworks","Route 1, Route 2, Route 3, Route 4, Route 5, Route 7, Route 8, Route 11, Route 14, Route 15, Route 16, Route 17, Route 18, Route 29, Route 33, Route 37, Route 36, Route 37, Route 38, Route 39, Route 46, Route 48, National Park , Safari Zone (Special Items)","Route 1, Route 2, Route 3, Route 4, Route 5, Route 7, Route 8, Route 11, Route 14, Route 15, Route 16, Route 17, Route 18, Route 29, Route 33, Route 37, Route 36, Route 37, Route 38, Route 39, Route 46, Route 48, National Park , Safari Zone (Special Items)",Trade from White,White Forest,Trade Required,Trade Required,Breed Luxio,Breed Luxio,Breed Luxio,Breed Luxio,Breed Luxio,Breed Luxio,Trade from Sun/Moon,Trade from Sun/Moon,"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Route 202 , Route 203 , Route 204 , Fuego Ironworks , Grand Underground","Route 202 , Route 203 , Route 204 , Fuego Ironworks , Grand Underground","Obsidian Fieldlands : Aspiration Hill , Floaro Gardens , Oreburrow Tunnel or nearby , Coronet Highlands : Sonorous Path or nearby , Obsidian Fieldlands : Massive Mass Outbreak , Coronet Highlands : Massive Mass Outbreak"
