pokedex_number,name,generation,classification,abilities,height_m,weight_kg,type1,type2,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,capture_rate,base_egg_steps,base_happiness,is_legendary,is_mythical,is_mega
555,Galarian Zen Mode Darmanitan,5,Zen Charm Pokemon,"['Gorilla Tactics', 'Zen Mode']",1.7,120,Ice,Fire,540,105,160,55,30,55,135,0.5,1,1,1,0.5,2,1,1,1,0.5,2,0.25,1,1,1,4,1,2,60,5140,70,0,0,0
556,Maractus,5,Cactus Pokemon,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",1,28,Grass,None,461,75,86,67,106,67,60,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0,255,"5,140",70,0,0,0
557,Dwebble,5,Rock Inn Pokemon,"['Sturdy', 'Shell Armor', 'Weak Armor']",0.3,14.5,Bug,Rock,325,50,65,85,35,35,55,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,190,"5,140",70,0,0,0
558,Crustle,5,Stone Home Pokemon,"['Sturdy', 'Shell Armor', 'Weak Armor']",1.4,200,Bug,Rock,485,70,105,125,65,75,45,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,75,"5,140",70,0,0,0
559,Scraggy,5,Shedding Pokemon,"['Shed Skin', 'Moxie', 'Intimidate']",0.6,11.8,Dark,Fighting,348,50,75,70,35,70,48,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,180,"3,855",35,0,0,0
560,Scrafty,5,Hoodlum Pokemon,"['Shed Skin', 'Moxie', 'Intimidate']",1.1,30,Dark,Fighting,488,65,90,115,45,115,58,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,90,"3,855",70,0,0,0
561,Sigilyph,5,Avianoid Pokemon,"['Wonder Skin', 'Magic Guard', 'Tinted Lens']",1.4,14,Psychic,Flying,490,72,58,80,103,80,97,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,"5,140",70,0,0,0
562,Yamask,5,Spirit Pokemon,['Mummy'],0.5,1.5,Ghost,None,303,38,30,85,55,65,30,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,190,"6,425",70,0,0,0
562,Galarian Yamask,5,Spirit Pokemon,['Wandering Spirit'],0.5,1.5,Ground,Ghost,303,38,55,85,30,65,30,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,190,"6,425",70,0,0,0
563,Cofagrigus,5,Coffin Pokemon,['Mummy'],1.7,76.5,Ghost,None,483,58,50,145,95,105,30,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,90,"6,425",70,0,0,0
564,Tirtouga,5,Prototurtle Pokemon,"['Solid Rock', 'Sturdy', 'Swift Swim']",0.7,16.5,Water,Rock,355,54,78,103,53,45,22,1,1,1,1.5,1,1.5,0.25,0.5,1,3,1.5,0.5,0.5,0.5,1,1,1,1,45,"7,710",70,0,0,0
565,Carracosta,5,Prototurtle Pokemon,"['Solid Rock', 'Sturdy', 'Swift Swim']",1.2,81,Water,Rock,495,74,108,133,83,65,32,1,1,1,1.5,1,1.5,0.25,0.5,1,3,1.5,0.5,0.5,0.5,1,1,1,1,45,"7,710",70,0,0,0
566,Archen,5,First Bird Pokemon,['Defeatist'],0.5,9.5,Rock,Flying,401,55,112,45,74,45,70,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,45,"7,710",70,0,0,0
567,Archeops,5,First Bird Pokemon,['Defeatist'],1.4,32,Rock,Flying,567,75,140,65,112,65,110,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,45,"7,710",70,0,0,0
568,Trubbish,5,Trash Bag Pokemon,"['Stench', 'Sticky Hold', 'Aftermath']",0.6,31,Poison,None,329,50,50,62,40,62,65,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,190,"5,140",70,0,0,0
569,Garbodor,5,Trash Heap Pokemon,"['Stench', 'Weak Armor', 'Aftermath']",1.9,107.3,Poison,None,474,80,95,82,60,82,75,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,60,"5,140",70,0,0,0
570,Zorua,5,Tricky Fox Pokemon,['Illusion'],0.7,12.5,Dark,None,330,40,65,40,80,40,65,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,75,"6,425",70,0,0,0
571,Zoroark,5,Illusion Fox Pokemon,['Illusion'],1.6,81.1,Dark,None,510,60,105,60,120,60,105,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,45,"5,140",70,0,0,0
572,Minccino,5,Chinchilla Pokemon,"['Cute Charm', 'Technician', 'Skill Link']",0.4,5.8,Normal,None,300,55,50,40,40,40,75,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,"3,855",70,0,0,0
573,Cinccino,5,Scarf Pokemon,"['Cute Charm', 'Technician', 'Skill Link']",0.5,7.5,Normal,None,470,75,95,60,65,60,115,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,"3,855",70,0,0,0
574,Gothita,5,Fixation Pokemon,"['Frisk', 'Competitive', 'Shadow Tag']",0.4,5.8,Psychic,None,290,45,30,50,55,65,45,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,200,"5,140",70,0,0,0
575,Gothorita,5,Manipulate Pokemon,"['Frisk', 'Competitive', 'Shadow Tag']",0.7,18,Psychic,None,390,60,45,70,75,85,55,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,100,"5,140",70,0,0,0
576,Gothitelle,5,Astral Body Pokemon,"['Frisk', 'Competitive', 'Shadow Tag']",1.5,44,Psychic,None,490,70,55,95,95,110,65,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,"5,140",70,0,0,0
577,Solosis,5,Cell Pokemon,"['Overcoat', 'Magic Guard', 'Regenerator']",0.3,1,Psychic,None,290,45,30,40,105,50,20,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,200,"5,140",70,0,0,0
578,Duosion,5,Mitosis Pokemon,"['Overcoat', 'Magic Guard', 'Regenerator']",0.6,8,Psychic,None,370,65,40,50,125,60,30,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,100,"5,140",70,0,0,0
579,Reuniclus,5,Multiplying Pokemon,"['Overcoat', 'Magic Guard', 'Regenerator']",1,20.1,Psychic,None,490,110,65,75,125,85,30,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,"5,140",70,0,0,0
580,Ducklett,5,Water Bird Pokemon,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,5.5,Water,Flying,305,62,44,50,44,50,55,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,190,"5,140",70,0,0,0
581,Swanna,5,White Bird Pokemon,"['Keen Eye', 'Big Pecks', 'Hydration']",1.3,24.2,Water,Flying,473,75,87,63,87,63,98,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,45,"5,140",70,0,0,0
582,Vanillite,5,Fresh Snow Pokemon,"['Ice Body', 'Snow Cloak', 'Weak Armor']",0.4,5.7,Ice,None,305,36,50,50,65,60,44,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,255,"5,140",70,0,0,0
583,Vanillish,5,Icy Snow Pokemon,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1.1,41,Ice,None,395,51,65,65,80,75,59,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,"5,140",70,0,0,0
584,Vanilluxe,5,Snowstorm Pokemon,"['Ice Body', 'Snow Warning', 'Weak Armor']",1.3,57.5,Ice,None,535,71,95,85,110,95,79,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,45,"5,140",70,0,0,0
585,Deerling,5,Season Pokemon,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",0.6,19.5,Normal,Grass,335,60,60,50,40,50,75,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,190,"5,140",70,0,0,0
586,Sawsbuck,5,Season Pokemon,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",1.9,92.5,Normal,Grass,475,80,100,70,60,70,95,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,75,"5,140",70,0,0,0
587,Emolga,5,Sky Squirrel Pokemon,"['Static', 'Motor Drive']",0.4,5,Electric,Flying,428,55,75,60,75,60,103,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,200,"5,140",70,0,0,0
588,Karrablast,5,Clamping Pokemon,"['Swarm', 'Shed Skin', 'No Guard']",0.5,5.9,Bug,None,315,50,75,45,40,45,60,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,200,"3,855",70,0,0,0
589,Escavalier,5,Cavalry Pokemon,"['Swarm', 'Shell Armor', 'Overcoat']",1,33,Bug,Steel,495,70,135,105,60,105,20,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,75,"3,855",70,0,0,0
590,Foongus,5,Mushroom Pokemon,"['Effect Spore', 'Regenerator']",0.2,1,Grass,Poison,294,69,55,45,55,55,15,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,190,"5,140",70,0,0,0
591,Amoonguss,5,Mushroom Pokemon,"['Effect Spore', 'Regenerator']",0.6,10.5,Grass,Poison,464,114,85,70,85,80,30,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,75,"5,140",70,0,0,0
592,Frillish,5,Floating Pokemon,"['Water Absorb', 'Cursed Body', 'Damp']",1.2,33,Water,Ghost,335,55,40,50,65,85,40,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0,190,"5,140",70,0,0,0
593,Jellicent,5,Floating Pokemon,"['Water Absorb', 'Cursed Body', 'Damp']",2.2,135,Water,Ghost,480,100,60,70,85,105,60,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0,60,"5,140",70,0,0,0
594,Alomomola,5,Caring Pokemon,"['Healer', 'Hydration', 'Regenerator']",1.2,31.6,Water,None,470,165,75,80,40,45,65,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,"10,280",70,0,0,0
595,Joltik,5,Attaching Pokemon,"['Compound Eyes', 'Unnerve', 'Swarm']",0.1,0.6,Bug,Electric,319,50,47,50,57,50,65,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,190,"5,140",70,0,0,0
596,Galvantula,5,EleSpider Pokemon,"['Compound Eyes', 'Unnerve', 'Swarm']",0.8,14.3,Bug,Electric,472,70,77,60,97,60,108,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,75,"5,140",70,0,0,0
597,Ferroseed,5,Thorn Seed Pokemon,"['Iron Barbs', 'Anticipation']",0.6,18.8,Grass,Steel,305,44,50,91,24,86,10,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,255,"5,140",70,0,0,0
598,Ferrothorn,5,Thorn Pod Pokemon,"['Iron Barbs', 'Anticipation']",1,110,Grass,Steel,489,74,94,131,54,116,20,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,90,"5,140",70,0,0,0
599,Klink,5,Gear Pokemon,"['Plus', 'Minus', 'Clear Body']",0.3,21,Steel,None,300,40,55,70,45,60,30,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,130,"5,140",70,0,0,0
600,Klang,5,Gear Pokemon,"['Plus', 'Minus', 'Clear Body']",0.6,51,Steel,None,440,60,80,95,70,85,50,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,60,"5,140",70,0,0,0
601,Klinklang,5,Gear Pokemon,"['Plus', 'Minus', 'Clear Body']",0.6,81,Steel,None,520,60,100,115,70,85,90,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,30,"5,140",70,0,0,0
602,Tynamo,5,EleFish Pokemon,['Levitate'],0.2,0.3,Electric,None,275,35,55,40,45,40,60,1,1,1,0.5,1,1,1,0.5,1,1,0,1,1,1,1,1,0.5,1,190,"5,140",70,0,0,0
603,Eelektrik,5,EleFish Pokemon,['Levitate'],1.2,22,Electric,None,405,65,85,70,75,70,40,1,1,1,0.5,1,1,1,0.5,1,1,0,1,1,1,1,1,0.5,1,60,"5,140",70,0,0,0
604,Eelektross,5,EleFish Pokemon,['Levitate'],2.1,80.5,Electric,None,515,85,115,80,105,80,50,1,1,1,0.5,1,1,1,0.5,1,1,0,1,1,1,1,1,0.5,1,30,"5,140",70,0,0,0
605,Elgyem,5,Cerebral Pokemon,"['Telepathy', 'Synchronize', 'Analytic']",0.5,9,Psychic,None,335,55,55,55,85,55,30,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,255,"5,140",70,0,0,0
606,Beheeyem,5,Cerebral Pokemon,"['Telepathy', 'Synchronize', 'Analytic']",1,34.5,Psychic,None,485,75,75,75,125,95,40,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,90,"5,140",70,0,0,0
607,Litwick,5,Candle Pokemon,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.3,3.1,Ghost,Fire,275,50,30,55,65,55,20,0.25,2,1,1,0.5,0,0,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,190,"5,140",70,0,0,0
608,Lampent,5,Lamp Pokemon,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.6,13,Ghost,Fire,370,60,40,60,95,60,55,0.25,2,1,1,0.5,0,0,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,90,"5,140",70,0,0,0
609,Chandelure,5,Luring Pokemon,"['Flash Fire', 'Flame Body', 'Infiltrator']",1,34.3,Ghost,Fire,520,60,55,90,145,90,80,0.25,2,1,1,0.5,0,0,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,45,"5,140",70,0,0,0
610,Axew,5,Tusk Pokemon,"['Rivalry', 'Mold Breaker', 'Unnerve']",0.6,18,Dragon,None,320,46,87,60,30,40,57,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,"10,280",35,0,0,0
611,Fraxure,5,Axe Jaw Pokemon,"['Rivalry', 'Mold Breaker', 'Unnerve']",1,36,Dragon,None,410,66,117,70,40,50,67,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,60,"10,280",35,0,0,0
612,Haxorus,5,Axe Jaw Pokemon,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.8,105.5,Dragon,None,540,76,147,90,60,70,97,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,"10,280",35,0,0,0
613,Cubchoo,5,Chill Pokemon,"['Snow Cloak', 'Slush Rush', 'Rattled']",0.5,8.5,Ice,None,305,55,70,40,60,40,40,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,"5,140",70,0,0,0
614,Beartic,5,Freezing Pokemon,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",2.6,260,Ice,None,505,95,130,80,70,80,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,"5,140",70,0,0,0
615,Cryogonal,5,Crystallizing Pokemon,['Levitate'],1.1,148,Ice,None,515,80,50,50,95,135,105,1,1,1,1,1,2,2,1,1,1,0,0.5,1,1,1,2,2,1,25,"6,425",70,0,0,0
616,Shelmet,5,Snail Pokemon,"['Hydration', 'Shell Armor', 'Overcoat']",0.4,7.7,Bug,None,305,50,40,85,40,65,25,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,200,"3,855",70,0,0,0
617,Accelgor,5,Shell Out Pokemon,"['Hydration', 'Sticky Hold', 'Unburden']",0.8,25.3,Bug,None,495,80,70,40,100,60,145,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,75,"3,855",70,0,0,0
618,Stunfisk,5,Trap Pokemon,"['Static', 'Limber', 'Sand Veil']",0.7,11,Ground,Electric,471,109,66,84,81,99,32,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,75,"5,140",70,0,0,0
618,Galarian Stunfisk,5,Trap Pokemon,['Mimicry'],0.7,20.5,Ground,Steel,471,109,81,99,66,84,32,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,75,"5,140",70,0,0,0
619,Mienfoo,5,Martial Arts Pokemon,"['Inner Focus', 'Regenerator', 'Reckless']",0.9,20,Fighting,None,350,45,85,50,55,50,65,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,180,"6,425",70,0,0,0
620,Mienshao,5,Martial Arts Pokemon,"['Inner Focus', 'Regenerator', 'Reckless']",1.4,35.5,Fighting,None,510,65,125,60,95,60,105,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,45,"6,425",70,0,0,0
621,Druddigon,5,Cave Pokemon,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1.6,139,Dragon,None,485,77,120,90,60,90,48,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,"7,710",70,0,0,0
622,Golett,5,Automaton Pokemon,"['Iron Fist', 'Klutz', 'No Guard']",1,92,Ground,Ghost,303,59,74,50,35,50,35,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,190,"6,425",70,0,0,0
623,Golurk,5,Automaton Pokemon,"['Iron Fist', 'Klutz', 'No Guard']",2.8,330,Ground,Ghost,483,89,124,80,55,80,55,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,90,"6,425",70,0,0,0
624,Pawniard,5,Sharp Blade Pokemon,"['Defiant', 'Inner Focus', 'Pressure']",0.5,10.2,Dark,Steel,340,45,85,70,40,40,60,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,120,"5,140",35,0,0,0
625,Bisharp,5,Sword Blade Pokemon,"['Defiant', 'Inner Focus', 'Pressure']",1.6,70,Dark,Steel,490,65,125,100,60,70,70,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,45,"5,140",35,0,0,0
626,Bouffalant,5,Bash Buffalo Pokemon,"['Reckless', 'Sap Sipper', 'Soundproof']",1.6,94.6,Normal,None,490,95,110,95,40,95,55,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,"5,140",70,0,0,0
627,Rufflet,5,Eaglet Pokemon,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,10.5,Normal,Flying,350,70,83,50,37,50,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,190,"5,140",70,0,0,0
628,Braviary,5,Valiant Pokemon,"['Keen Eye', 'Sheer Force', 'Defiant']",1.5,41,Normal,Flying,510,100,123,75,57,75,80,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,60,"5,140",70,0,0,0
629,Vullaby,5,Diapered Pokemon,"['Big Pecks', 'Overcoat', 'Weak Armor']",0.5,9,Dark,Flying,370,70,55,75,45,65,60,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,190,"5,140",35,0,0,0
630,Mandibuzz,5,Bone Vulture Pokemon,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.2,39.5,Dark,Flying,510,110,65,105,55,95,80,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,60,"5,140",35,0,0,0
631,Heatmor,5,Anteater Pokemon,"['Gluttony', 'Flash Fire', 'White Smoke']",1.4,58,Fire,None,484,85,97,66,105,66,65,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,90,"5,140",70,0,0,0
632,Durant,5,Iron Ant Pokemon,"['Swarm', 'Hustle', 'Truant']",0.3,33,Bug,Steel,484,58,109,112,48,48,109,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,90,"5,140",70,0,0,0
633,Deino,5,Irate Pokemon,['Hustle'],0.8,17.3,Dark,Dragon,300,52,65,50,45,50,38,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,45,"10,280",35,0,0,0
634,Zweilous,5,Hostile Pokemon,['Hustle'],1.4,50,Dark,Dragon,420,72,85,70,65,70,58,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,45,"10,280",35,0,0,0
635,Hydreigon,5,Brutal Pokemon,['Levitate'],1.8,160,Dark,Dragon,600,92,105,90,125,90,98,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,0,2,1,1,0,1,1,0.5,45,"10,280",35,0,0,0
636,Larvesta,5,Torch Pokemon,"['Flame Body', 'Swarm']",1.1,28.8,Bug,Fire,360,55,85,55,50,55,60,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,45,"10,280",70,0,0,0
637,Volcarona,5,Sun Pokemon,"['Flame Body', 'Swarm']",1.6,46,Bug,Fire,550,85,60,65,135,105,100,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,15,"10,280",70,0,0,0
638,Cobalion,5,Iron Will Pokemon,['Justified'],2.1,250,Steel,Fighting,580,91,90,129,90,72,108,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,3,"20,560",35,1,0,0
639,Terrakion,5,Cavern Pokemon,['Justified'],1.9,260,Rock,Fighting,580,91,129,90,72,90,108,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,3,"20,560",35,1,0,0
640,Virizion,5,Grassland Pokemon,['Justified'],2,200,Grass,Fighting,580,91,90,72,90,129,108,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,3,"20,560",35,1,0,0
641,Tornadus,5,Cyclone Pokemon,"['Prankster', 'Defiant']",1.5,63,Flying,None,580,79,115,70,125,80,111,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,3,"30,840",90,1,0,0
641,Tornadus Therian Forme,5,Cyclone Pokemon,['Regenerator'],1.4,63,Flying,None,580,79,100,80,110,90,121,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,3,"30,840",90,1,0,0
642,Thundurus,5,Bolt Strike Pokemon,"['Prankster', 'Defiant']",1.5,61,Electric,Flying,580,79,115,70,125,80,111,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,3,"30,840",90,1,0,0
642,Thundurus,5,Bolt Strike Pokemon,['Volt Absorb'],3,61,Electric,Flying,580,79,105,70,145,80,101,0.5,1,1,0,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,3,"30,840",90,1,0,0
643,Reshiram,5,Vast White Pokemon,['Turboblaze'],3.2,330,Dragon,Fire,680,100,120,100,150,120,90,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,3,"30,840",0,1,0,0
644,Zekrom,5,Deep Black Pokemon,['Teravolt'],2.9,345,Dragon,Electric,680,100,150,120,120,100,90,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,3,"30,840",0,1,0,0
645,Landorus,5,Abundance Pokemon,"['Sand Force', 'Sheer Force']",1.5,68,Ground,Flying,600,89,125,90,115,80,101,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,3,"30,840",90,1,0,0
646,Kyurem,5,Boundary Pokemon,['Pressure'],3,325,Dragon,Ice,660,125,130,90,130,90,95,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,3,"30,840",0,1,0,0
646,Black Kyurem,5,Boundary Pokemon,['Teravolt'],3.3,325,Dragon,Ice,700,125,170,100,120,90,95,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,3,"30,840",0,1,0,0
646,White Kyurem,5,Boundary Pokemon,['Turboblaze'],3.6,325,Dragon,Ice,700,125,120,90,170,100,95,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,3,"30,840",0,1,0,0
647,Keldeo,5,Colt Pokemon,['Justified'],1.4,48.5,Water,Fighting,580,91,72,90,129,90,108,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,3,"20,560",35,0,1,0
648,Meloetta,5,Melody Pokemon,['Serene Grace'],0.6,6.5,Normal,Psychic,600,100,77,77,128,128,90,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,3,"30,840",100,0,1,0
649,Genesect,5,Paleozoic Pokemon,['Download'],1.5,82.5,Bug,Steel,600,71,120,95,120,95,99,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,3,"30,840",0,0,1,0
650,Chespin,6,Spiny Nut Pokemon,"['Overgrow', 'Bulletproof']",0.4,9,Grass,None,313,56,61,65,48,45,38,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,"5,140",70,0,0,0
651,Quilladin,6,Spiny Armor Pokemon,"['Overgrow', 'Bulletproof']",0.7,29,Grass,None,405,61,78,95,56,58,57,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,"5,140",70,0,0,0
652,Chesnaught,6,Spiny Armor Pokemon,"['Overgrow', 'Bulletproof']",1.6,90,Grass,Fighting,530,88,107,122,74,75,64,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,45,"5,140",70,0,0,0
653,Fennekin,6,Fox Pokemon,"['Blaze', 'Magician']",0.4,9.4,Fire,None,307,40,45,40,62,60,60,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,"5,140",70,0,0,0
654,Braixen,6,Fox Pokemon,"['Blaze', 'Magician']",1,14.5,Fire,None,409,59,59,58,90,70,73,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,"5,140",70,0,0,0
655,Delphox,6,Fox Pokemon,"['Blaze', 'Magician']",1.5,39,Fire,Psychic,534,75,69,72,114,100,104,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,45,"5,140",70,0,0,0
